id,city,curr_diagnose,sum_diagnose,death,cure,date,note
620,攀枝花,4,13,0,9,2020/2/13,
621,广元,4,6,0,2,2020/2/13,
622,乐山,1,3,0,2,2020/2/13,
623,资阳,1,3,0,2,2020/2/13,
624,阿坝州,1,1,0,0,2020/2/13,
625,朝阳区,58,58,0,0,2020/2/13,
626,海淀区,58,58,0,0,2020/2/13,
627,西城区,46,46,0,0,2020/2/13,
628,大兴区,37,39,0,2,2020/2/13,
629,丰台区,33,36,0,3,2020/2/13,
630,外地来京人员,24,26,0,2,2020/2/13,
631,昌平区,24,24,0,0,2020/2/13,
632,通州区,16,17,0,1,2020/2/13,
633,房山区,14,14,0,0,2020/2/13,
634,石景山区,13,14,0,1,2020/2/13,
635,东城区,12,12,0,0,2020/2/13,
636,顺义区,10,10,0,0,2020/2/13,
637,怀柔区,7,7,0,0,2020/2/13,
638,密云区,7,7,0,0,2020/2/13,
639,门头沟区,3,3,0,0,2020/2/13,
640,延庆区,1,1,0,0,2020/2/13,
641,外地来沪人员,74,102,1,27,2020/2/13,
642,浦东新区,44,56,0,12,2020/2/13,
643,宝山区,19,20,0,1,2020/2/13,
644,徐汇区,15,17,0,2,2020/2/13,
645,闵行区,14,18,0,4,2020/2/13,
646,静安区,13,16,0,3,2020/2/13,
647,松江区,13,14,0,1,2020/2/13,
648,普陀区,11,11,0,0,2020/2/13,
649,长宁区,10,13,0,3,2020/2/13,
650,杨浦区,8,9,0,1,2020/2/13,
651,嘉定区,8,9,0,1,2020/2/13,
652,奉贤区,8,9,0,1,2020/2/13,
653,虹口区,5,7,0,2,2020/2/13,
654,黄浦区,5,6,0,1,2020/2/13,
655,青浦区,3,5,0,2,2020/2/13,
656,崇明区,3,3,0,0,2020/2/13,
657,金山区,2,3,0,1,2020/2/13,
658,福州,48,66,0,18,2020/2/13,
659,莆田,44,54,0,10,2020/2/13,
660,泉州,31,44,0,13,2020/2/13,
661,厦门,30,34,0,4,2020/2/13,
662,宁德,19,25,0,6,2020/2/13,
663,南平,16,20,0,4,2020/2/13,
664,漳州,15,19,0,4,2020/2/13,
665,三明,10,13,0,3,2020/2/13,
666,龙岩,5,6,0,1,2020/2/13,
667,唐山,39,43,0,4,2020/2/13,
668,沧州,29,45,2,14,2020/2/13,
669,张家口,24,31,0,7,2020/2/13,
670,邯郸,22,31,0,9,2020/2/13,
671,石家庄,20,27,0,7,2020/2/13,
672,廊坊,17,29,0,12,2020/2/13,
673,保定,14,31,0,17,2020/2/13,
674,邢台,13,22,1,8,2020/2/13,
675,秦皇岛,7,9,0,2,2020/2/13,
676,衡水,4,8,0,4,2020/2/13,
677,承德,4,7,0,3,2020/2/13,
678,南宁,37,47,0,10,2020/2/13,
679,北海,35,40,1,4,2020/2/13,
680,桂林,26,31,0,5,2020/2/13,
681,河池,20,21,1,0,2020/2/13,
682,防城港,16,17,0,1,2020/2/13,
683,柳州,15,22,0,7,2020/2/13,
684,来宾,11,11,0,0,2020/2/13,
685,玉林,8,9,0,1,2020/2/13,
686,钦州,8,8,0,0,2020/2/13,
687,贵港,6,8,0,2,2020/2/13,
688,贺州,4,4,0,0,2020/2/13,
689,百色,3,3,0,0,2020/2/13,
690,梧州,0,5,0,5,2020/2/13,
691,西安,97,114,0,17,2020/2/13,
692,汉中,20,21,0,1,2020/2/13,
693,安康,18,23,0,5,2020/2/13,
694,渭南,14,14,0,0,2020/2/13,
695,咸阳,13,17,0,4,2020/2/13,
696,宝鸡,6,13,0,7,2020/2/13,
697,商洛,6,7,0,1,2020/2/13,
698,铜川,4,8,0,4,2020/2/13,
699,延安,2,8,0,6,2020/2/13,
700,榆林,2,3,0,1,2020/2/13,
701,韩城,1,1,0,0,2020/2/13,
702,杨凌,1,1,0,0,2020/2/13,
703,昆明,40,48,0,8,2020/2/13,
704,昭通,17,19,0,2,2020/2/13,
705,西双版纳,13,15,0,2,2020/2/13,
706,玉溪,11,14,0,3,2020/2/13,
707,保山,9,9,0,0,2020/2/13,
708,曲靖,8,13,0,5,2020/2/13,
709,大理州,8,13,0,5,2020/2/13,
710,红河州,5,8,0,3,2020/2/13,
711,丽江,5,7,0,2,2020/2/13,
712,普洱,4,4,0,0,2020/2/13,
713,德宏州,3,5,0,2,2020/2/13,
714,楚雄州,3,4,0,1,2020/2/13,
715,文山州,2,2,0,0,2020/2/13,
716,临沧,1,1,0,0,2020/2/13,
717,三亚,36,54,1,17,2020/2/13,
718,海口,18,30,0,12,2020/2/13,
719,儋州,13,15,0,2,2020/2/13,
720,万宁,12,13,0,1,2020/2/13,
721,昌江,7,7,0,0,2020/2/13,
722,澄迈,6,8,1,1,2020/2/13,
723,琼海,5,6,1,0,2020/2/13,
724,临高,4,6,0,2,2020/2/13,
725,陵水,4,4,0,0,2020/2/13,
726,保亭,3,3,0,0,2020/2/13,
727,东方,2,3,0,1,2020/2/13,
728,文昌,2,3,0,1,2020/2/13,
729,乐东,2,2,0,0,2020/2/13,
730,定安,1,3,1,1,2020/2/13,
731,琼中,0,1,0,1,2020/2/13,
732,贵阳,30,34,0,4,2020/2/13,
733,遵义,27,28,0,1,2020/2/13,
734,毕节,19,23,0,4,2020/2/13,
735,黔南州,12,17,0,5,2020/2/13,
736,黔东南州,8,10,0,2,2020/2/13,
737,六盘水,6,10,1,3,2020/2/13,
738,铜仁,4,10,0,6,2020/2/13,
739,安顺,4,4,0,0,2020/2/13,
740,黔西南州,1,4,0,3,2020/2/13,
741,晋中,24,35,0,11,2020/2/13,
742,太原,15,18,0,3,2020/2/13,
743,运城,9,19,0,10,2020/2/13,
744,大同,8,12,0,4,2020/2/13,
745,长治,8,8,0,0,2020/2/13,
746,忻州,7,7,0,0,2020/2/13,
747,晋城,6,8,0,2,2020/2/13,
748,朔州,5,7,0,2,2020/2/13,
749,阳泉,4,4,0,0,2020/2/13,
750,吕梁,1,6,0,5,2020/2/13,
751,临汾,1,2,0,1,2020/2/13,
752,沈阳,19,28,0,9,2020/2/13,
753,大连,13,17,0,4,2020/2/13,
754,盘锦,11,11,0,0,2020/2/13,
755,葫芦岛,10,11,1,0,2020/2/13,
756,阜新,8,8,0,0,2020/2/13,
757,锦州,6,12,0,6,2020/2/13,
758,铁岭,6,7,0,1,2020/2/13,
759,朝阳,4,6,0,2,2020/2/13,
760,丹东,3,7,0,4,2020/2/13,
761,鞍山,3,3,0,0,2020/2/13,
762,本溪,2,3,0,1,2020/2/13,
763,辽阳,2,3,0,1,2020/2/13,
764,营口,0,1,0,1,2020/2/13,
765,宝坻区,41,46,2,3,2020/2/13,
766,河东区,9,14,1,4,2020/2/13,
767,河北区,9,12,0,3,2020/2/13,
768,南开区,6,6,0,0,2020/2/13,
769,外地来津人员,5,6,0,1,2020/2/13,
770,北辰区,5,6,0,1,2020/2/13,
771,和平区,4,6,0,2,2020/2/13,
772,宁河区,4,4,0,0,2020/2/13,
773,东丽区,3,4,0,1,2020/2/13,
774,滨海新区,3,3,0,0,2020/2/13,
775,河西区,2,4,0,2,2020/2/13,
776,西青区,2,4,0,2,2020/2/13,
777,红桥区,1,2,0,1,2020/2/13,
778,津南区,1,1,0,0,2020/2/13,
779,武清区,1,2,0,1,2020/2/13,
780,长春,30,43,0,13,2020/2/13,
781,四平市,11,14,1,2,2020/2/13,
782,辽源,5,6,0,1,2020/2/13,
783,公主岭,4,6,0,2,2020/2/13,
784,延边,3,5,0,2,2020/2/13,
785,通化,3,3,0,0,2020/2/13,
786,吉林市,2,5,0,3,2020/2/13,
787,松原,1,2,0,1,2020/2/13,
788,白城,1,1,0,0,2020/2/13,
789,梅河口,0,1,0,1,2020/2/13,
790,包头,11,11,0,0,2020/2/13,
791,鄂尔多斯,9,11,0,2,2020/2/13,
792,呼和浩特,7,7,0,0,2020/2/13,
793,通辽,6,6,0,0,2020/2/13,
794,巴彦淖尔,6,6,0,0,2020/2/13,
795,呼伦贝尔,5,6,0,1,2020/2/13,
796,赤峰,5,7,0,2,2020/2/13,
797,锡林郭勒盟,4,5,0,1,2020/2/13,
798,乌兰察布,3,3,0,0,2020/2/13,
799,乌海市,2,2,0,0,2020/2/13,
800,兴安盟,1,1,0,0,2020/2/13,
801,乌鲁木齐,21,23,0,2,2020/2/13,
802,伊犁州,13,14,0,1,2020/2/13,
803,兵团第四师,10,10,0,0,2020/2/13,
804,兵团第九师,4,4,0,0,2020/2/13,
805,昌吉州,4,4,0,0,2020/2/13,
806,巴州,3,3,0,0,2020/2/13,
807,兵团第八师石河子市,1,2,1,0,2020/2/13,
808,兵团第六师五家渠市,1,1,0,0,2020/2/13,
809,兵团第十二师,1,1,0,0,2020/2/13,
810,吐鲁番市,0,1,0,1,2020/2/13,
811,兵团第七师,0,1,0,1,2020/2/13,
812,阿克苏地区,0,1,0,1,2020/2/13,
813,兰州,19,35,2,14,2020/2/13,
814,平凉,8,9,0,1,2020/2/13,
815,甘南,7,8,0,1,2020/2/13,
816,天水,6,12,0,6,2020/2/13,
817,定西,6,9,0,3,2020/2/13,
818,白银,4,4,0,0,2020/2/13,
819,陇南,3,4,0,1,2020/2/13,
820,庆阳,2,3,0,1,2020/2/13,
821,临夏,0,3,0,3,2020/2/13,
822,张掖,0,2,0,2,2020/2/13,
823,金昌,0,1,0,1,2020/2/13,
824,银川,20,32,0,12,2020/2/13,
825,吴忠,19,25,0,6,2020/2/13,
826,固原,3,5,0,2,2020/2/13,
827,中卫,1,3,0,2,2020/2/13,
828,宁东,0,1,0,1,2020/2/13,
829,石嘴山,0,1,0,1,2020/2/13,
830,西宁,6,15,0,9,2020/2/13,
831,海北州,1,3,0,2,2020/2/13,
832,拉萨,0,1,0,1,2020/2/13,
833,武汉,34289,37914,1123,2502,2020/2/14,
834,孝感,2739,3114,62,313,2020/2/14,
835,黄冈,2138,2817,68,611,2020/2/14,
836,荆州,1254,1478,32,192,2020/2/14,
837,随州,1117,1232,19,96,2020/2/14,
838,襄阳,1025,1128,18,85,2020/2/14,
839,鄂州,960,1192,33,199,2020/2/14,
840,宜昌,799,906,15,92,2020/2/14,
841,黄石,797,980,13,170,2020/2/14,
842,荆门,762,902,28,112,2020/2/14,
843,咸宁,705,840,8,127,2020/2/14,
844,十堰,495,597,2,100,2020/2/14,
845,仙桃,434,514,17,63,2020/2/14,
846,天门,391,422,10,21,2020/2/14,
847,恩施州,169,244,4,71,2020/2/14,
848,潜江,99,116,5,12,2020/2/14,
849,神农架林区,2,10,0,8,2020/2/14,
850,深圳,302,406,0,104,2020/2/14,
851,广州,229,335,0,106,2020/2/14,
852,东莞,73,81,1,7,2020/2/14,
853,珠海,68,95,0,27,2020/2/14,
854,佛山,62,84,0,22,2020/2/14,
855,惠州,40,58,0,18,2020/2/14,
856,中山,34,65,0,31,2020/2/14,
857,江门,19,22,0,3,2020/2/14,
858,汕头,16,25,0,9,2020/2/14,
859,湛江,11,22,0,11,2020/2/14,
860,茂名,10,13,0,3,2020/2/14,
861,肇庆,9,17,1,7,2020/2/14,
862,梅州,8,15,0,7,2020/2/14,
863,阳江,8,13,0,5,2020/2/14,
864,韶关,7,10,0,3,2020/2/14,
865,清远,5,12,0,7,2020/2/14,
866,揭阳,4,8,0,4,2020/2/14,
867,汕尾,4,5,0,1,2020/2/14,
868,潮州,4,5,0,1,2020/2/14,
869,河源,2,3,0,1,2020/2/14,
870,信阳,187,252,1,64,2020/2/14,
871,南阳,103,150,2,45,2020/2/14,
872,郑州,80,144,0,64,2020/2/14,
873,驻马店,79,138,0,59,2020/2/14,
874,商丘,63,90,2,25,2020/2/14,
875,周口,45,70,0,25,2020/2/14,
876,新乡,43,55,2,10,2020/2/14,
877,平顶山,38,58,1,19,2020/2/14,
878,安阳,35,51,0,16,2020/2/14,
879,许昌,31,37,0,6,2020/2/14,
880,漯河,25,34,0,9,2020/2/14,
881,洛阳,23,31,0,8,2020/2/14,
882,焦作,23,30,1,6,2020/2/14,
883,开封,19,25,0,6,2020/2/14,
884,濮阳,16,17,0,1,2020/2/14,
885,鹤壁,15,19,0,4,2020/2/14,
886,济源,4,4,0,0,2020/2/14,
887,三门峡,3,7,0,4,2020/2/14,
888,温州,340,499,0,159,2020/2/14,
889,宁波,108,154,0,46,2020/2/14,
890,杭州,93,166,0,73,2020/2/14,
891,台州,92,145,0,53,2020/2/14,
892,嘉兴,33,43,0,10,2020/2/14,
893,金华,31,55,0,24,2020/2/14,
894,绍兴,25,42,0,17,2020/2/14,
895,衢州,12,21,0,9,2020/2/14,
896,丽水,7,17,0,10,2020/2/14,
897,湖州,6,10,0,4,2020/2/14,
898,舟山,5,10,0,5,2020/2/14,
899,蚌埠,141,153,5,7,2020/2/14,
900,合肥,129,168,1,38,2020/2/14,
901,阜阳,122,150,0,28,2020/2/14,
902,亳州,82,107,0,25,2020/2/14,
903,六安,55,63,0,8,2020/2/14,
904,安庆,50,82,0,32,2020/2/14,
905,宿州,28,39,0,11,2020/2/14,
906,马鞍山,25,35,0,10,2020/2/14,
907,芜湖,23,31,0,8,2020/2/14,
908,淮北,20,26,0,6,2020/2/14,
909,铜陵,18,28,0,10,2020/2/14,
910,淮南,17,23,0,6,2020/2/14,
911,池州,13,17,0,4,2020/2/14,
912,黄山,8,9,0,1,2020/2/14,
913,滁州,6,13,0,7,2020/2/14,
914,宣城,2,6,0,4,2020/2/14,
915,南昌,150,222,0,72,2020/2/14,
916,上饶,103,123,0,20,2020/2/14,
917,九江,97,115,0,18,2020/2/14,
918,新余,93,127,0,34,2020/2/14,
919,宜春,82,102,0,20,2020/2/14,
920,赣州,61,76,1,14,2020/2/14,
921,抚州,55,72,0,17,2020/2/14,
922,萍乡,28,32,0,4,2020/2/14,
923,鹰潭,15,18,0,3,2020/2/14,
924,吉安,13,20,0,7,2020/2/14,
925,景德镇,4,5,0,1,2020/2/14,
926,赣江新区,1,1,0,0,2020/2/14,
927,长沙,175,241,0,66,2020/2/14,
928,岳阳,104,153,1,48,2020/2/14,
929,株洲,55,78,0,23,2020/2/14,
930,常德,50,78,0,28,2020/2/14,
931,邵阳,49,100,1,50,2020/2/14,
932,娄底,46,75,0,29,2020/2/14,
933,益阳,35,59,0,24,2020/2/14,
934,衡阳,21,47,0,26,2020/2/14,
935,湘潭,21,35,0,14,2020/2/14,
936,永州,20,43,0,23,2020/2/14,
937,郴州,17,39,0,22,2020/2/14,
938,怀化,12,40,0,28,2020/2/14,
939,湘西自治州,2,8,0,6,2020/2/14,
940,张家界,2,5,0,3,2020/2/14,
941,南京,64,91,0,27,2020/2/14,
942,苏州,60,86,0,26,2020/2/14,
943,徐州,57,77,0,20,2020/2/14,
944,淮安,49,60,0,11,2020/2/14,
945,无锡,37,52,0,15,2020/2/14,
946,连云港,34,46,0,12,2020/2/14,
947,常州,32,43,0,11,2020/2/14,
948,南通,27,40,0,13,2020/2/14,
949,泰州,21,37,0,16,2020/2/14,
950,盐城,21,27,0,6,2020/2/14,
951,扬州,15,21,0,6,2020/2/14,
952,镇江,10,12,0,2,2020/2/14,
953,宿迁,6,12,0,6,2020/2/14,
954,青岛,36,56,1,19,2020/2/14,
955,济南,36,47,0,11,2020/2/14,
956,潍坊,35,42,0,7,2020/2/14,
957,济宁,34,49,0,15,2020/2/14,
958,烟台,34,46,0,12,2020/2/14,
959,聊城,31,38,0,7,2020/2/14,
960,威海,29,38,0,9,2020/2/14,
961,德州,28,36,1,7,2020/2/14,
962,泰安,28,32,0,4,2020/2/14,
963,淄博,24,28,0,4,2020/2/14,
964,临沂,22,47,0,25,2020/2/14,
965,枣庄,20,24,0,4,2020/2/14,
966,日照,13,15,0,2,2020/2/14,
967,菏泽,9,18,0,9,2020/2/14,
968,滨州,6,14,0,8,2020/2/14,
969,万州区,74,104,3,27,2020/2/14,
970,江北区,23,26,0,3,2020/2/14,
971,綦江区,19,22,0,3,2020/2/14,
972,合川区,18,23,0,5,2020/2/14,
973,九龙坡区,16,20,1,3,2020/2/14,
974,垫江县,16,20,0,4,2020/2/14,
975,奉节县,16,20,0,4,2020/2/14,
976,渝中区,15,20,0,5,2020/2/14,
977,潼南区,15,17,0,2,2020/2/14,
978,两江新区,13,17,0,4,2020/2/14,
979,南岸区,13,15,0,2,2020/2/14,
980,大足区,13,14,0,1,2020/2/14,
981,云阳县,10,23,0,13,2020/2/14,
982,忠县,10,19,0,9,2020/2/14,
983,长寿区,10,18,0,8,2020/2/14,
984,渝北区,10,15,0,5,2020/2/14,
985,石柱县,9,14,0,5,2020/2/14,
986,荣昌区,9,9,0,0,2020/2/14,
987,丰都县,8,10,0,2,2020/2/14,
988,铜梁区,8,9,0,1,2020/2/14,
989,沙坪坝区,8,8,0,0,2020/2/14,
990,开州区,7,20,1,12,2020/2/14,
991,巫溪县,6,13,0,7,2020/2/14,
992,巫山县,5,10,0,5,2020/2/14,
993,巴南区,5,6,0,1,2020/2/14,
994,璧山区,4,8,0,4,2020/2/14,
995,大渡口区,3,7,0,4,2020/2/14,
996,永川区,3,5,0,2,2020/2/14,
997,高新区,3,4,0,1,2020/2/14,
998,江津区,2,4,0,2,2020/2/14,
999,梁平区,2,4,0,2,2020/2/14,
1000,涪陵区,2,3,0,1,2020/2/14,
1001,彭水县,2,2,0,0,2020/2/14,
1002,武隆区,1,1,0,0,2020/2/14,
1003,酉阳县,1,1,0,0,2020/2/14,
1004,万盛经开区,1,1,0,0,2020/2/14,
1005,黔江区,0,2,0,2,2020/2/14,
1006,城口县,0,2,0,2,2020/2/14,
1007,秀山县,0,1,0,1,2020/2/14,
1008,哈尔滨,145,167,3,19,2020/2/14,
1009,双鸭山,45,48,2,1,2020/2/14,
1010,鸡西,44,45,0,1,2020/2/14,
1011,绥化,35,46,4,7,2020/2/14,
1012,齐齐哈尔,27,36,1,8,2020/2/14,
1013,大庆,17,19,1,1,2020/2/14,
1014,七台河,15,16,0,1,2020/2/14,
1015,黑河,13,13,0,0,2020/2/14,
1016,牡丹江,11,12,0,1,2020/2/14,
1017,佳木斯,8,15,0,7,2020/2/14,
1018,鹤岗,3,5,0,2,2020/2/14,
1019,大兴安岭,2,2,0,0,2020/2/14,
1020,伊春,1,1,0,0,2020/2/14,
1021,成都,94,139,1,44,2020/2/14,
1022,甘孜州,41,44,0,3,2020/2/14,
1023,达州,31,36,0,5,2020/2/14,
1024,南充,28,35,0,7,2020/2/14,
1025,巴中,23,24,0,1,2020/2/14,
1026,广安,22,30,0,8,2020/2/14,
1027,绵阳,17,22,0,5,2020/2/14,
1028,内江,17,22,0,5,2020/2/14,
1029,泸州,17,19,0,2,2020/2/14,
1030,德阳,17,17,0,0,2020/2/14,
1031,凉山州,7,11,0,4,2020/2/14,
1032,自贡,7,9,0,2,2020/2/14,
1033,遂宁,6,10,0,4,2020/2/14,
1034,眉山,6,8,0,2,2020/2/14,
1035,宜宾,5,11,0,6,2020/2/14,
1036,雅安,5,7,0,2,2020/2/14,
1037,广元,4,6,0,2,2020/2/14,
1038,攀枝花,3,13,0,10,2020/2/14,
1039,乐山,1,3,0,2,2020/2/14,
1040,资阳,1,3,0,2,2020/2/14,
1041,阿坝州,1,1,0,0,2020/2/14,
1042,朝阳区,58,58,0,0,2020/2/14,
1043,海淀区,58,58,0,0,2020/2/14,
1044,西城区,46,46,0,0,2020/2/14,
1045,大兴区,37,39,0,2,2020/2/14,
1046,丰台区,33,36,0,3,2020/2/14,
1047,外地来京人员,24,26,0,2,2020/2/14,
1048,昌平区,24,24,0,0,2020/2/14,
1049,通州区,16,17,0,1,2020/2/14,
1050,房山区,14,14,0,0,2020/2/14,
1051,石景山区,13,14,0,1,2020/2/14,
1052,东城区,12,12,0,0,2020/2/14,
1053,顺义区,10,10,0,0,2020/2/14,
1054,怀柔区,7,7,0,0,2020/2/14,
1055,密云区,7,7,0,0,2020/2/14,
1056,门头沟区,3,3,0,0,2020/2/14,
1057,延庆区,1,1,0,0,2020/2/14,
1058,福州,48,66,0,18,2020/2/14,
1059,莆田,45,55,0,10,2020/2/14,
1060,泉州,33,46,0,13,2020/2/14,
1061,厦门,30,34,0,4,2020/2/14,
1062,宁德,19,25,0,6,2020/2/14,
1063,漳州,16,20,0,4,2020/2/14,
1064,南平,16,20,0,4,2020/2/14,
1065,三明,10,13,0,3,2020/2/14,
1066,龙岩,5,6,0,1,2020/2/14,
1067,外地来沪人员,73,109,1,35,2020/2/14,
1068,浦东新区,33,56,0,23,2020/2/14,
1069,宝山区,18,20,0,2,2020/2/14,
1070,徐汇区,14,18,0,4,2020/2/14,
1071,闵行区,13,18,0,5,2020/2/14,
1072,松江区,13,14,0,1,2020/2/14,
1073,静安区,11,16,0,5,2020/2/14,
1074,长宁区,10,13,0,3,2020/2/14,
1075,普陀区,10,11,0,1,2020/2/14,
1076,杨浦区,8,9,0,1,2020/2/14,
1077,嘉定区,8,9,0,1,2020/2/14,
1078,奉贤区,8,9,0,1,2020/2/14,
1079,虹口区,5,7,0,2,2020/2/14,
1080,黄浦区,5,6,0,1,2020/2/14,
1081,崇明区,3,3,0,0,2020/2/14,
1082,青浦区,2,5,0,3,2020/2/14,
1083,金山区,1,3,0,2,2020/2/14,
1084,唐山,42,46,0,4,2020/2/14,
1085,沧州,30,46,2,14,2020/2/14,
1086,张家口,26,33,0,7,2020/2/14,
1087,邯郸,22,31,0,9,2020/2/14,
1088,石家庄,20,27,0,7,2020/2/14,
1089,廊坊,17,29,0,12,2020/2/14,
1090,保定,15,32,0,17,2020/2/14,
1091,邢台,13,22,1,8,2020/2/14,
1092,秦皇岛,8,10,0,2,2020/2/14,
1093,衡水,4,8,0,4,2020/2/14,
1094,承德,4,7,0,3,2020/2/14,
1095,南宁,38,49,0,11,2020/2/14,
1096,北海,35,43,1,7,2020/2/14,
1097,桂林,26,31,0,5,2020/2/14,
1098,河池,21,22,1,0,2020/2/14,
1099,柳州,18,24,0,6,2020/2/14,
1100,防城港,16,17,0,1,2020/2/14,
1101,来宾,11,11,0,0,2020/2/14,
1102,玉林,9,10,0,1,2020/2/14,
1103,钦州,7,8,0,1,2020/2/14,
1104,贵港,6,8,0,2,2020/2/14,
1105,贺州,4,4,0,0,2020/2/14,
1106,百色,3,3,0,0,2020/2/14,
1107,梧州,0,5,0,5,2020/2/14,
1108,西安,92,114,0,22,2020/2/14,
1109,汉中,20,21,0,1,2020/2/14,
1110,安康,19,24,0,5,2020/2/14,
1111,渭南,15,15,0,0,2020/2/14,
1112,咸阳,12,17,0,5,2020/2/14,
1113,宝鸡,6,13,0,7,2020/2/14,
1114,商洛,6,7,0,1,2020/2/14,
1115,铜川,4,8,0,4,2020/2/14,
1116,延安,2,8,0,6,2020/2/14,
1117,榆林,2,3,0,1,2020/2/14,
1118,韩城,1,1,0,0,2020/2/14,
1119,杨凌,1,1,0,0,2020/2/14,
1120,昆明,40,48,0,8,2020/2/14,
1121,昭通,17,19,0,2,2020/2/14,
1122,西双版纳,12,15,0,3,2020/2/14,
1123,玉溪,11,14,0,3,2020/2/14,
1124,保山,9,9,0,0,2020/2/14,
1125,曲靖,8,13,0,5,2020/2/14,
1126,大理州,8,13,0,5,2020/2/14,
1127,红河州,5,8,0,3,2020/2/14,
1128,普洱,4,4,0,0,2020/2/14,
1129,德宏州,3,5,0,2,2020/2/14,
1130,楚雄州,3,4,0,1,2020/2/14,
1131,丽江,2,7,0,5,2020/2/14,
1132,文山州,2,2,0,0,2020/2/14,
1133,临沧,1,1,0,0,2020/2/14,
1134,三亚,38,54,1,15,2020/2/14,
1135,海口,24,33,0,9,2020/2/14,
1136,儋州,13,15,0,2,2020/2/14,
1137,万宁,10,13,0,3,2020/2/14,
1138,澄迈,7,9,1,1,2020/2/14,
1139,昌江,7,7,0,0,2020/2/14,
1140,琼海,4,6,1,1,2020/2/14,
1141,陵水,4,4,0,0,2020/2/14,
1142,临高,3,6,0,3,2020/2/14,
1143,保亭,3,3,0,0,2020/2/14,
1144,文昌,2,3,0,1,2020/2/14,
1145,东方,2,3,0,1,2020/2/14,
1146,乐东,2,2,0,0,2020/2/14,
1147,定安,1,3,1,1,2020/2/14,
1148,琼中,0,1,0,1,2020/2/14,
1149,贵阳,28,34,0,6,2020/2/14,
1150,遵义,26,31,0,5,2020/2/14,
1151,毕节,17,23,0,6,2020/2/14,
1152,黔南州,12,17,0,5,2020/2/14,
1153,六盘水,6,10,1,3,2020/2/14,
1154,黔东南州,6,10,0,4,2020/2/14,
1155,铜仁,4,10,0,6,2020/2/14,
1156,安顺,4,4,0,0,2020/2/14,
1157,黔西南州,0,4,0,4,2020/2/14,
1158,沈阳,19,28,0,9,2020/2/14,
1159,大连,14,18,0,4,2020/2/14,
1160,盘锦,11,11,0,0,2020/2/14,
1161,葫芦岛,10,11,1,0,2020/2/14,
1162,阜新,8,8,0,0,2020/2/14,
1163,锦州,6,12,0,6,2020/2/14,
1164,铁岭,6,7,0,1,2020/2/14,
1165,朝阳,4,6,0,2,2020/2/14,
1166,鞍山,4,4,0,0,2020/2/14,
1167,丹东,3,7,0,4,2020/2/14,
1168,本溪,2,3,0,1,2020/2/14,
1169,辽阳,2,3,0,1,2020/2/14,
1170,营口,0,1,0,1,2020/2/14,
1171,晋中,24,35,0,11,2020/2/14,
1172,太原,16,19,0,3,2020/2/14,
1173,运城,9,19,0,10,2020/2/14,
1174,大同,8,12,0,4,2020/2/14,
1175,长治,8,8,0,0,2020/2/14,
1176,忻州,7,7,0,0,2020/2/14,
1177,晋城,6,8,0,2,2020/2/14,
1178,朔州,5,7,0,2,2020/2/14,
1179,阳泉,4,4,0,0,2020/2/14,
1180,吕梁,1,6,0,5,2020/2/14,
1181,临汾,1,2,0,1,2020/2/14,
1182,宝坻区,38,47,2,7,2020/2/14,
1183,河东区,8,14,1,5,2020/2/14,
1184,河北区,5,12,0,7,2020/2/14,
1185,北辰区,5,6,0,1,2020/2/14,
1186,南开区,5,6,0,1,2020/2/14,
1187,外地来津人员,5,6,0,1,2020/2/14,
1188,和平区,4,6,0,2,2020/2/14,
1189,宁河区,4,4,0,0,2020/2/14,
1190,东丽区,3,4,0,1,2020/2/14,
1191,滨海新区,3,3,0,0,2020/2/14,
1192,河西区,2,4,0,2,2020/2/14,
1193,西青区,2,4,0,2,2020/2/14,
1194,武清区,1,2,0,1,2020/2/14,
1195,津南区,1,1,0,0,2020/2/14,
1196,红桥区,0,2,0,2,2020/2/14,
1197,乌鲁木齐,21,23,0,2,2020/2/14,
1198,伊犁州,15,16,0,1,2020/2/14,
1199,兵团第四师,10,10,0,0,2020/2/14,
1200,兵团第九师,4,4,0,0,2020/2/14,
1201,昌吉州,4,4,0,0,2020/2/14,
1202,巴州,3,3,0,0,2020/2/14,
1203,兵团第八师石河子市,2,3,1,0,2020/2/14,
1204,兵团第六师五家渠市,2,2,0,0,2020/2/14,
1205,吐鲁番市,1,2,0,1,2020/2/14,
1206,兵团第十二师,1,1,0,0,2020/2/14,
1207,兵团第七师,0,1,0,1,2020/2/14,
1208,阿克苏地区,0,1,0,1,2020/2/14,
1209,长春,31,44,0,13,2020/2/14,
1210,四平市,11,14,1,2,2020/2/14,
1211,辽源,6,7,0,1,2020/2/14,
1212,公主岭,4,6,0,2,2020/2/14,
1213,延边,3,5,0,2,2020/2/14,
1214,通化,3,3,0,0,2020/2/14,
1215,吉林市,2,5,0,3,2020/2/14,
1216,松原,1,2,0,1,2020/2/14,
1217,白城,1,1,0,0,2020/2/14,
1218,梅河口,0,1,0,1,2020/2/14,
1219,包头,11,11,0,0,2020/2/14,
1220,鄂尔多斯,9,11,0,2,2020/2/14,
1221,巴彦淖尔,8,8,0,0,2020/2/14,
1222,呼和浩特,7,7,0,0,2020/2/14,
1223,通辽,6,6,0,0,2020/2/14,
1224,赤峰,5,7,0,2,2020/2/14,
1225,呼伦贝尔,5,6,0,1,2020/2/14,
1226,锡林郭勒盟,5,6,0,1,2020/2/14,
